employee_code,full_name,department,salary_millimes,hire_date,month_elapsed_pct,salary_tier,tenure_months,past_advance_count,on_time_repayment_rate,dept_attrition_rate,performance_score,has_active_advance,days_since_last_advance,existing_debt_ratio,requested_amount_pct,true_max_pct
EMP02035,Wael Ferchichi,Sales,1046636,2026-07-22,0.6774,0,1.0,1,0.7644,0.2472,2.0,0,306,0.0961,10.37,5.175259858627145
EMP02036,Bechir Riahi,Sales,5892611,2015-10-12,0.5806,2,127.2,15,0.8449,0.1709,4.5,0,252,0.2268,30.56,25.384126557905883
EMP02037,Rachid Ayari,Sales,2452772,2025-02-02,0.1,1,9.0,0,0.753,0.2603,3.0,0,365,0.0985,41.68,3.1586257255773664
EMP02038,Salma Mechri,Sales,3449074,2022-09-16,0.3548,1,48.8,5,0.9197,0.2177,4.0,0,279,0.0478,40.79,20.574716409521017
EMP02039,Hatem Cherif,Sales,2448859,2023-09-23,1.0,1,30.2,3,0.8413,0.2277,4.0,0,35,0.15,6.93,36.53661658460481
EMP02040,Khaled Laabidi,Sales,1262363,2025-10-21,0.0357,0,3.4,1,0.7877,0.1618,2.5,0,129,0.207,15.34,0.0
EMP02041,Nizar Laabidi,Engineering,6889909,2014-12-27,0.2333,2,140.3,19,0.9809,0.1689,4.0,0,136,0.0573,22.18,20.612879153229354
EMP02042,Adel Meddeb,Engineering,1944099,2026-02-24,0.5161,1,4.7,1,0.9324,0.0732,3.0,0,293,0.0109,46.5,21.258203681916058
EMP02043,Afef Oueslati,Engineering,6294931,2025-04-09,0.5484,2,15.2,1,0.7619,0.0584,3.5,1,1,0.3046,18.19,10.300049686515418
EMP02044,Bechir Gharbi,Sales,1937922,2023-07-21,0.9032,1,30.3,5,0.8044,0.1362,3.0,0,86,0.3139,19.25,27.64438581274689
EMP02045,Yasmine Meddeb,Sales,1259486,2026-07-28,0.4194,0,2.5,0,0.9747,0.1324,2.5,0,365,0.0545,7.65,4.014653930156539
EMP02046,Mehdi Trabelsi,Logistics,1460972,2021-12-07,0.0333,0,51.8,0,0.825,0.2117,3.0,0,365,0.0904,0.86,2.0631738127689063
EMP02047,Ahlem Boujemaa,Support,1786924,2025-11-09,0.9667,1,5.6,0,0.7318,0.2245,3.5,0,365,0.0744,24.46,30.588914208313106
EMP02048,Nizar Ayari,Finance,2553140,2010-08-06,0.5806,1,191.4,13,0.9349,0.0505,3.0,0,14,0.0025,27.19,30.18143165503525
EMP02049,Houda Trabelsi,Sales,812036,2026-03-15,0.5,0,3.0,1,0.8884,0.2193,3.0,0,158,0.0441,15.45,14.388427732636703
EMP02050,Mohamed Ferchichi,Engineering,7304266,2020-11-23,0.6774,2,60.9,2,0.8594,0.0803,4.0,0,120,0.235,32.39,28.035042246838657
EMP02051,Wafa Saidi,Engineering,2834338,2025-10-18,0.2143,1,3.6,0,0.9907,0.1335,3.5,0,365,0.2213,28.59,8.86818901395242
EMP02052,Khaled Ben Ali,Sales,871766,2024-12-19,0.9643,0,14.3,1,0.8744,0.2424,2.5,0,302,0.0268,21.01,29.79962634897563
EMP02053,Bilel Meddeb,Sales,1931737,2025-08-21,0.9,1,13.2,0,0.8467,0.1812,3.5,0,365,0.1037,0.14,30.87722209606032
EMP02054,Hajer Boughanmi,Sales,883066,2019-06-24,0.129,0,84.3,11,0.7972,0.2257,3.0,0,217,0.1273,35.22,6.1226271406579365
EMP02055,Cyrine Bouzid,Finance,2768292,2025-12-25,0.0323,1,2.2,1,0.947,0.0781,4.0,0,142,0.053,47.99,2.001884705400891
EMP02056,Yasmine Hammami,Sales,6699345,2011-09-12,0.3871,2,178.0,15,0.8443,0.2892,4.0,0,321,0.1118,29.88,19.28926286416312
EMP02057,Emna Riahi,Sales,2329591,2018-05-23,0.4194,1,97.7,3,0.8102,0.2731,3.0,0,98,0.1638,5.31,18.234905421848023
EMP02058,Bilel Hammami,Sales,1052253,2021-05-11,0.3548,0,58.0,1,0.871,0.2333,2.5,0,221,0.1386,19.86,13.197625324903735
EMP02059,Bechir Mejri,Engineering,2631320,2025-07-14,0.4516,1,8.0,0,0.7902,0.109,4.0,0,365,0.1076,14.46,16.940556528028385
EMP02060,Houssem Jedidi,Sales,1434446,2025-08-06,0.2333,0,13.0,0,0.8528,0.1971,2.5,0,365,0.2557,49.26,5.0824682908685315
EMP02061,Emna Ayari,Support,2878003,2022-03-12,0.3226,1,49.9,5,0.6134,0.1847,3.0,1,3,0.5162,45.11,0.30402829277145127
EMP02062,Dorra Trabelsi,Finance,2079397,2011-09-29,0.3871,1,170.4,2,0.8136,0.1222,3.5,0,217,0.1347,37.39,18.542325964305935
EMP02063,Rachid Meddeb,Sales,1247883,2024-12-21,0.1935,0,18.5,0,0.8519,0.144,2.5,0,365,0.2607,33.77,4.463112465157801
EMP02064,Manel Ben Ali,Finance,1642037,2023-05-26,0.6452,1,35.8,0,0.7606,0.0421,3.0,0,365,0.4143,9.56,21.7799024170275
EMP02065,Hichem Khlifi,Engineering,7682020,2020-11-08,0.7,2,65.4,4,0.9276,0.0786,4.5,0,332,0.0434,27.56,35.646646567613246
EMP02066,Firas Ben Ali,Support,4326106,2022-02-27,0.2581,2,52.3,1,0.7851,0.2371,4.0,1,11,0.2021,3.34,4.264015709656939
EMP02067,Amine Chahed,Engineering,4847104,2026-04-20,0.4,2,4.8,0,0.7022,0.0995,4.0,0,365,0.0098,24.99,14.667853257914384
EMP02068,Adel Meddeb,Logistics,1058946,2023-07-15,0.5714,0,31.1,5,0.9669,0.1767,2.5,0,68,0.0604,36.09,23.009714409287167
EMP02069,Afef Belhadj,Support,1547103,2025-09-26,0.6452,1,5.7,1,0.9018,0.116,3.0,0,180,0.0395,21.37,22.25369797450993
EMP02070,Imed Laabidi,Engineering,5598166,2025-09-26,0.871,2,3.0,1,0.9236,0.1733,3.5,0,58,0.1052,2.36,28.510838874335807
EMP02071,Rim Ayari,Sales,872266,2022-10-13,0.3333,0,43.9,4,0.6915,0.1674,2.0,0,37,0.362,21.89,7.510048626461417
EMP02072,Meryem Bouzid,Engineering,5850540,2025-11-19,0.4516,2,3.8,1,0.9396,0.1596,4.0,0,18,0.0234,2.42,19.521197210768644
EMP02073,Firas Mansour,Support,1172216,2020-08-17,0.7143,0,66.1,10,0.9429,0.2382,2.5,0,302,0.0134,26.71,28.8225470640799
EMP02074,Houssem Mechri,Sales,5323292,2019-11-10,0.9333,2,79.6,11,0.9231,0.2075,4.0,0,301,0.1327,4.18,39.0233656992157
EMP02075,Imed Oueslati,Logistics,939443,2026-02-08,0.5161,0,1.2,1,0.7891,0.1911,2.5,1,38,0.3943,23.91,0.6885600806121308
EMP02076,Khaled Chaabane,Engineering,5297928,2006-06-01,0.1667,2,238.1,37,0.7889,0.1688,5.0,0,196,0.1002,14.86,13.756732116670257
EMP02077,Salma Khemiri,Engineering,3326331,2026-02-07,0.871,1,1.6,0,0.8523,0.1212,3.5,0,365,0.425,4.8,7.408620494477596
EMP02078,Ons Ayari,Support,2685721,2024-01-09,0.6774,1,24.4,1,0.9174,0.1781,3.0,0,285,0.0665,18.07,25.233333399451812
EMP02079,Manel Mechri,Support,1462684,2025-04-28,0.129,0,7.2,1,0.9257,0.221,2.5,0,106,0.0329,3.77,3.7818108014798844
EMP02080,Sawsen Elloumi,Logistics,3453036,2024-11-02,0.4516,1,21.4,0,0.9393,0.1944,3.0,0,365,0.0215,21.33,20.37842317724429
EMP02081,Slim Ayari,Engineering,1157611,2023-02-14,0.7333,0,33.2,3,0.8203,0.1723,3.0,0,352,0.0756,12.17,21.734267871423324
EMP02082,Samira Gharbi,Engineering,923087,2025-08-08,0.5,0,6.2,0,0.7402,0.1351,2.0,0,365,0.2747,24.83,10.981132156706867
EMP02083,Amine Ferchichi,Support,1057433,2023-07-20,0.5667,0,34.9,4,0.8484,0.2217,2.5,0,202,0.0375,0.59,19.001868777675636
EMP02084,Nesrine Fakhfakh,Support,2292958,2025-08-04,0.1935,1,4.1,1,0.8547,0.2007,3.5,0,337,0.2556,11.58,6.754585434569575
EMP02085,Rym Saidi,Support,1111532,2025-12-19,0.4333,0,5.8,1,0.8347,0.2244,2.5,0,260,0.2285,27.43,8.868584896064776
EMP02086,Houda Bensalem,Engineering,4973532,2025-08-16,0.3548,2,10.8,1,0.9598,0.1612,4.5,0,73,0.0508,41.02,17.271661539503153
EMP02087,Dorra Mejri,Support,4531550,2024-07-21,0.5333,2,22.8,2,0.8563,0.1519,4.0,0,340,0.1048,44.68,21.166457998635455
EMP02088,Skander Khemiri,Support,1489933,2023-01-17,0.25,0,36.7,1,0.9666,0.1749,2.5,0,237,0.0277,38.81,10.476837678470366
EMP02089,Ahmed Bouzid,Engineering,1775953,2025-08-02,0.871,1,2.8,0,0.7487,0.1759,4.0,1,365,0.3276,37.58,5.521041362937884
EMP02090,Khaled Khlifi,Logistics,1836211,2007-02-25,0.1667,1,234.3,31,0.7654,0.1565,3.5,1,26,0.3525,25.94,0.9623524876732469
EMP02091,Dorra Mansour,Finance,2685497,2026-01-12,0.5,1,1.1,1,0.7045,0.1333,3.5,1,4,0.4753,15.25,1.4435542399390888
EMP02092,Salma Chaabane,Engineering,1470879,2026-02-22,0.1935,0,5.4,1,0.7652,0.0674,2.5,0,62,0.2019,17.56,2.1386851769061344
EMP02093,Sami Boujemaa,Logistics,3203823,2024-06-15,0.9677,1,18.5,2,0.904,0.1804,3.0,0,310,0.1379,34.28,31.872978066758545
EMP02094,Slim Gharbi,Engineering,1854616,2017-08-17,0.5484,1,100.0,1,0.8237,0.1067,3.5,1,29,0.2256,48.1,13.851779773487928
EMP02095,Khaled Khlifi,Support,6178602,2017-03-28,0.871,2,112.0,0,0.8823,0.124,4.0,0,365,0.0784,43.99,32.5238301562621
EMP02096,Wafa Fakhfakh,Support,1210699,2013-12-12,0.8,0,153.4,13,0.8031,0.186,2.5,0,210,0.3065,31.49,22.999710259870856
EMP02097,Slim Mejri,Engineering,1743779,2024-08-12,0.8387,1,24.4,1,0.9882,0.1681,3.5,0,177,0.0212,48.47,29.257192745939165
EMP02098,Ons Riahi,Finance,1344432,2010-07-27,0.5806,0,191.7,25,0.9762,0.1006,2.5,0,40,0.0718,15.76,23.01224886212261
EMP02099,Cyrine Mejri,Support,2004533,2025-01-23,0.5484,1,11.8,1,0.9001,0.1746,3.0,0,32,0.0847,16.88,19.13501743680049
EMP02100,Firas Boujemaa,Support,3334101,2010-11-12,0.4667,1,190.0,23,0.8611,0.1186,3.0,0,187,0.2131,32.17,19.691053974163783
EMP02101,Asma Ben Ali,Engineering,5609204,2022-02-07,0.6,2,52.3,5,0.8398,0.1585,4.0,0,23,0.0994,3.34,24.574658354977824
EMP02102,Salma Mechri,Engineering,7026863,2014-03-10,0.6774,2,141.4,13,0.8413,0.1734,4.0,1,9,0.3119,8.22,19.38550248379122
EMP02103,Rym Ben Ali,Engineering,1528523,2016-10-03,0.1613,1,110.1,2,0.8647,0.0745,3.0,0,320,0.0414,8.73,13.105491476606048
EMP02104,Meryem Khlifi,Finance,7692793,2026-07-14,0.9677,2,1.5,0,0.9302,0.0746,4.0,1,365,0.2316,42.26,7.3428635770117765
EMP02105,Hana Chahed,Logistics,1357578,2016-05-03,0.871,0,116.8,8,0.8381,0.1919,2.5,1,2,0.3315,49.18,19.555429361981965
EMP02106,Yasmine Mejri,Logistics,2619119,2021-03-03,0.7419,1,64.7,1,0.5894,0.1152,3.5,1,31,0.5483,19.0,4.928850515141377
EMP02107,Manel Dridi,Logistics,820723,2025-10-13,0.2903,0,1.9,0,0.7465,0.1893,2.5,0,365,0.1296,23.64,0.9146073217924964
EMP02108,Amine Riahi,Sales,2808872,2025-03-01,0.9355,1,11.0,0,0.7292,0.2202,3.0,0,365,0.0517,41.06,29.34047159480682
EMP02109,Rachid Ben Ali,Engineering,850228,2022-11-13,0.9677,0,38.6,1,0.9015,0.0847,2.5,0,134,0.0284,35.98,31.484677043528013
EMP02110,Emna Chaabane,Logistics,7041077,2025-07-19,0.9355,2,6.4,0,0.968,0.0876,4.0,0,365,0.1695,24.76,31.23917298580396
EMP02111,Sami Mechri,Finance,4539872,2014-10-17,0.6667,2,140.1,13,0.7076,0.1257,4.0,0,245,0.3802,31.91,23.996364810033235
EMP02112,Walid Bensalem,Logistics,1320664,2026-02-15,0.5,0,7.0,1,0.8375,0.1099,2.5,0,288,0.0452,0.05,12.185704782563194
EMP02113,Houssem Dridi,Sales,1574674,2020-09-13,0.4333,1,72.0,9,0.7262,0.1236,3.0,1,35,0.3235,39.91,7.1537534458297145
EMP02114,Sonia Khlifi,Sales,7979400,2006-10-09,0.4516,2,237.1,39,0.7927,0.2238,4.5,1,7,0.3347,28.69,10.762407951650802
EMP02115,Hatem Ferchichi,Logistics,1628828,2025-01-27,0.0323,1,11.1,0,0.8687,0.1771,3.0,0,365,0.3436,43.3,0.1285389772322203
EMP02116,Wael Chaabane,Logistics,2802778,2025-09-26,0.0323,1,12.2,2,0.9154,0.2163,3.0,0,29,0.0923,46.69,3.268129985207608
EMP02117,Khaled Khemiri,Logistics,2280941,2020-09-06,0.0968,1,67.8,10,0.749,0.1414,3.0,0,297,0.3439,15.43,4.984225037521645
EMP02118,Nesrine Ferchichi,Logistics,2858420,2026-02-21,0.1613,1,2.4,1,0.7616,0.1301,3.0,0,315,0.2684,2.61,1.475506227879609
EMP02119,Hatem Bensalem,Logistics,3041811,2026-05-19,1.0,1,1.4,1,0.8458,0.1603,3.0,0,173,0.2,32.71,8.793911031520514
EMP02120,Ons Chaabane,Finance,3685924,2020-01-20,0.7742,2,78.1,7,0.8065,0.1246,4.0,0,68,0.1403,46.87,31.36544177558723
EMP02121,Yasmine Bensalem,Sales,2500862,2020-11-05,0.9667,1,70.8,4,0.894,0.2485,3.5,0,275,0.0366,7.02,38.08665627198399
EMP02122,Amine Khlifi,Engineering,2911048,2025-02-25,0.5806,1,14.7,1,0.701,0.0994,3.5,1,38,0.56,10.9,2.146591334561163
EMP02123,Afef Khemiri,Finance,869236,2014-10-29,0.9032,0,138.9,16,0.9056,0.0708,2.5,0,42,0.0555,20.5,34.834870467062665
EMP02124,Tarek Boukthir,Finance,2164256,2025-10-28,0.5161,1,8.6,1,0.8887,0.0908,3.5,0,132,0.0375,37.62,18.515844552499097
EMP02125,Nizar Dridi,Logistics,848186,2025-06-10,0.6452,0,7.4,1,0.8674,0.0913,2.5,0,309,0.0809,45.81,18.790521044831134
EMP02126,Slim Belhadj,Logistics,2133128,2025-07-07,0.2857,1,7.1,1,0.7544,0.0979,3.0,0,219,0.1073,35.36,10.713258069689868
EMP02127,Sawsen Ferchichi,Sales,1907766,2007-04-27,0.0667,1,229.2,34,0.8425,0.2738,3.5,0,35,0.1564,19.46,5.0
EMP02128,Sami Ayari,Finance,7783916,2025-06-10,0.4,2,5.1,1,0.8624,0.1256,4.5,0,349,0.1543,0.37,14.595567192189142
EMP02129,Mariem Mechri,Support,1287951,2025-08-14,0.4286,0,6.0,1,0.8807,0.2302,2.5,0,95,0.056,47.72,11.3013473632694
EMP02130,Rym Bouzid,Support,1556091,2025-11-06,0.1935,1,8.0,1,0.9249,0.1246,3.5,0,210,0.0623,37.32,7.263361566995482
EMP02131,Amine Yahyaoui,Logistics,4059576,2025-11-15,0.2258,2,10.7,0,0.772,0.11,3.5,0,365,0.0325,17.13,9.77336807039564
EMP02132,Ines Bensalem,Support,1193797,2020-08-11,0.8333,0,68.4,1,0.8206,0.1041,2.0,0,330,0.1884,45.17,26.01889741086664
EMP02133,Ahmed Ayari,Logistics,6101492,2023-06-30,0.4194,2,32.4,2,0.7368,0.1503,4.0,0,171,0.0735,13.98,16.893979185621625
EMP02134,Mehdi Gharbi,Logistics,1174211,2025-12-11,0.871,0,3.5,1,0.7825,0.1401,2.5,0,229,0.3058,16.34,22.171839657675992
EMP02135,Khaled Boukthir,Engineering,4983375,2020-10-26,0.8,2,67.9,1,0.8398,0.1724,4.5,0,122,0.0428,45.02,31.78691997623779
EMP02136,Nizar Zouari,Sales,1041731,2022-11-03,0.129,0,42.0,2,0.9015,0.1867,2.0,0,235,0.0717,23.61,5.391239507403812
EMP02137,Adel Mansour,Sales,908749,2020-04-23,0.9032,0,66.2,2,0.7598,0.2111,3.0,0,253,0.0194,47.75,31.213658570446533
EMP02138,Houda Dridi,Sales,2112524,2025-03-05,0.0645,1,13.9,1,0.8686,0.1388,3.5,0,84,0.1188,33.59,5.0
EMP02139,Fatma Chaabane,Logistics,1372596,2024-11-11,0.4194,0,16.0,0,0.8221,0.1918,2.5,0,365,0.0258,18.52,10.653303990450638
EMP02140,Amira Yahyaoui,Support,922252,2025-07-02,0.9667,0,11.9,0,0.8423,0.1845,2.5,1,365,0.5162,15.55,6.462300983164771
EMP02141,Ines Meddeb,Engineering,1791047,2010-05-04,1.0,1,195.9,1,0.8352,0.0994,3.5,0,253,0.155,14.83,39.41985795157697
EMP02142,Nizar Laabidi,Finance,4219037,2026-08-24,0.0645,2,1.3,1,0.8073,0.0835,4.0,0,241,0.0762,43.15,1.580966927671124
EMP02143,Tarek Bensalem,Logistics,1053437,2026-02-23,0.9032,0,3.1,0,0.8599,0.1206,2.5,1,365,0.3983,44.02,14.796757046107714
EMP02144,Karim Ayari,Engineering,5192591,2025-12-17,0.9643,2,2.4,1,0.9102,0.1542,4.5,0,250,0.0116,40.94,10.023663387590831
EMP02145,Riadh Mejri,Support,1897457,2021-10-21,0.9355,1,53.2,6,0.903,0.1017,3.0,0,278,0.0346,20.58,38.28379638268433
EMP02146,Nadia Mechri,Sales,1940798,2008-04-27,0.7097,1,211.8,3,0.8497,0.2209,3.5,0,227,0.1135,6.05,29.196828074917075
EMP02147,Dorra Dridi,Logistics,5160382,2026-08-16,0.7333,2,1.2,1,0.8818,0.083,4.5,0,290,0.0874,2.28,8.319934756481397
EMP02148,Adel Boukthir,Logistics,1724903,2022-09-28,0.6774,1,46.7,6,0.8359,0.197,3.5,0,31,0.0142,7.03,28.069514978350078
EMP02149,Khaled Gharbi,Engineering,7652394,2021-10-24,0.7742,2,58.0,9,0.8154,0.1018,4.0,0,323,0.1039,6.44,31.75761419036174
EMP02150,Skander Chaabane,Finance,1321602,2025-11-15,0.5357,0,3.0,0,0.98,0.0841,2.5,0,365,0.2615,35.89,12.957400056281088
EMP02151,Wafa Elloumi,Engineering,6323430,2025-05-12,0.4643,2,9.1,0,0.8622,0.0814,4.5,0,365,0.1634,7.72,18.43857059901649
EMP02152,Skander Jebali,Sales,4559931,2026-07-18,0.8065,2,1.2,1,0.6941,0.2701,4.0,1,42,0.3598,25.54,4.523076638024752
EMP02153,Wafa Jedidi,Engineering,3804062,2024-02-09,0.129,2,26.8,2,0.8485,0.1366,4.0,0,274,0.1132,28.51,8.570311408916297
EMP02154,Rim Saidi,Engineering,6305748,2026-04-30,0.0323,2,2.0,1,0.8156,0.1305,4.5,0,238,0.17,2.24,1.102180280424553
EMP02155,Khaled Khlifi,Support,2909532,2026-01-09,0.4667,1,3.1,0,0.7687,0.1025,3.5,0,365,0.0627,11.19,17.596432267625005
EMP02156,Amine Ayari,Finance,970783,2025-10-14,0.9032,0,5.4,1,0.8412,0.1339,2.5,0,54,0.0372,20.03,24.989536882031818
EMP02157,Nadia Boughanmi,Engineering,5443725,2026-04-01,0.1667,2,2.1,1,0.8294,0.1673,4.5,0,156,0.2103,45.28,2.108993156575022
EMP02158,Rim Hammami,Sales,810973,2024-09-01,0.2903,0,23.2,1,0.7738,0.2073,2.5,0,143,0.3693,40.05,4.504658147043344
EMP02159,Fatma Ben Ali,Logistics,3436171,2017-08-28,0.6071,1,101.7,6,0.8926,0.2071,3.0,0,295,0.0273,13.72,24.516075245882178
EMP02160,Bilel Oueslati,Sales,1448317,2013-10-29,0.2581,0,153.3,11,0.8364,0.1309,2.5,0,41,0.1846,36.55,10.157568227807252
EMP02161,Hamza Gharbi,Sales,1723065,2015-11-21,0.5161,1,121.8,2,0.8516,0.1632,3.0,0,252,0.1603,15.98,20.482944951841198
EMP02162,Bilel Bouzid,Support,1491204,2024-10-20,0.4516,0,16.8,1,0.7796,0.1995,2.5,0,232,0.1476,11.4,11.57354438855947
EMP02163,Karim Fakhfakh,Support,2541948,2026-06-23,0.4667,1,2.7,1,0.7632,0.1234,3.0,0,149,0.2213,34.89,3.9851897670194423
EMP02164,Khaled Mejri,Support,1031083,2022-12-05,0.9667,0,45.8,7,0.855,0.1529,3.0,0,128,0.1061,19.07,30.388911262399223
EMP02165,Hichem Chaabane,Finance,6745063,2026-01-30,0.6,2,7.6,1,0.9533,0.0933,4.0,0,49,0.011,31.81,23.50315130853749
EMP02166,Sonia Jebali,Finance,3370260,2024-08-09,0.3929,1,18.1,2,0.9426,0.1364,3.5,0,46,0.0114,39.69,18.536992528421454
EMP02167,Zied Boukthir,Logistics,3070875,2025-08-21,0.6452,1,12.0,1,0.9428,0.115,3.5,0,342,0.1354,21.5,23.780646172763973
EMP02168,Lotfi Chaabane,Finance,4789224,2024-03-01,0.7333,2,30.7,1,0.7794,0.1272,4.0,1,41,0.1826,47.34,17.843129826020586
EMP02169,Hichem Ben Ali,Support,1668871,2016-09-16,0.2581,1,120.7,2,0.7099,0.1824,3.5,0,102,0.5,13.15,9.381587642558973
EMP02170,Zied Chahed,Sales,1429732,2025-07-15,0.871,0,3.4,0,0.904,0.2506,2.5,1,365,0.4622,0.16,12.303902259706584
EMP02171,Riadh Chaabane,Sales,3200464,2022-09-05,0.4839,1,46.3,2,0.7551,0.2232,3.5,1,35,0.4184,19.56,6.793981794442691
EMP02172,Ahmed Tlili,Engineering,3177397,2017-01-24,0.4516,1,116.6,12,0.8465,0.0781,3.0,0,74,0.1334,15.99,19.218919005677257
EMP02173,Fatma Gharbi,Finance,1277569,2013-09-16,0.7419,0,154.2,17,0.6622,0.0877,2.5,1,25,0.4292,48.21,11.882456237653068
EMP02174,Salma Khlifi,Engineering,6129547,2019-11-29,0.3871,2,73.5,1,0.8494,0.0737,4.0,0,363,0.0655,21.64,21.952380169107435
EMP02175,Hamza Trabelsi,Finance,7118419,2017-05-30,0.7097,2,109.7,14,0.8494,0.0764,4.0,0,231,0.1485,12.53,28.694689808594255
EMP02176,Bilel Nasri,Support,1965673,2022-08-17,0.8667,1,39.3,5,0.8332,0.2064,3.5,0,292,0.0586,31.33,32.168450385099305
EMP02177,Hana Fakhfakh,Sales,2048938,2021-11-13,0.3667,1,52.9,5,0.8649,0.1516,3.0,0,343,0.0456,28.18,16.467747666972464
EMP02178,Rim Khemiri,Finance,5674381,2025-02-15,0.1,2,15.5,2,0.8387,0.101,4.0,1,28,0.2322,35.58,0.0
EMP02179,Yasmine Boughanmi,Engineering,1764068,2021-03-02,0.0667,1,61.0,0,0.7981,0.1364,3.0,0,365,0.0485,3.9,5.0
EMP02180,Anis Chahed,Logistics,1753480,2024-11-10,0.9667,1,19.6,0,0.8333,0.1144,3.0,0,365,0.0759,9.94,32.98442488603925
EMP02181,Hatem Dridi,Sales,6636589,2021-06-28,0.4516,2,54.6,1,0.8567,0.1566,4.0,0,236,0.1351,14.73,21.63897286562911
EMP02182,Houda Hamdi,Engineering,5221826,2026-02-19,0.8387,2,3.2,0,0.7253,0.0707,4.5,0,365,0.0359,10.34,29.151564220611416
EMP02183,Sonia Nasri,Logistics,2629545,2010-09-04,0.3,1,189.1,6,0.8023,0.0971,3.5,0,48,0.0964,28.5,17.84029922617931
EMP02184,Meryem Tlili,Support,2261146,2020-07-10,0.1667,1,70.8,5,0.9111,0.1302,3.5,0,118,0.0261,30.24,15.996125347646164
EMP02185,Hamza Saidi,Engineering,2317988,2024-07-14,0.0357,1,18.6,2,0.8396,0.1561,3.0,0,149,0.0769,40.39,5.0
EMP02186,Hichem Fakhfakh,Engineering,3765111,2025-09-04,0.25,2,5.1,1,0.8155,0.0503,4.5,0,230,0.0791,49.77,12.889022138163687
EMP02187,Adel Nasri,Finance,2520926,2024-10-29,0.6774,1,14.8,1,0.9542,0.1233,3.0,0,71,0.0583,37.4,24.88991046142936
EMP02188,Salma Jedidi,Sales,6577894,2025-09-29,0.1333,2,6.1,1,0.8698,0.1323,4.0,0,192,0.0671,34.01,8.146532356908926
EMP02189,Leila Elloumi,Sales,3786845,2026-01-14,0.6129,2,4.1,1,0.7393,0.2794,3.5,0,166,0.2709,35.5,18.36305041183389
EMP02190,Olfa Mechri,Engineering,6510226,2026-01-23,0.9643,2,1.1,0,0.8763,0.1468,4.5,1,365,0.259,48.65,7.3303891505042085
EMP02191,Adel Boujemaa,Engineering,2873599,2022-05-20,0.5484,1,45.9,5,0.7316,0.0998,3.5,0,155,0.3614,19.8,19.341189703303638
EMP02192,Hajer Bensalem,Engineering,3885484,2025-09-25,1.0,2,4.2,0,0.9179,0.068,4.0,0,365,0.0938,48.37,33.774117505918326
EMP02193,Amine Jebali,Engineering,6998553,2009-09-25,0.2258,2,195.4,26,0.9219,0.1549,4.0,0,218,0.0782,28.56,17.766472745646627
EMP02194,Imed Ben Ali,Sales,3179904,2021-04-05,0.4667,1,62.3,3,0.9243,0.1288,4.0,0,149,0.1224,20.06,22.821810162106832
EMP02195,Hichem Fakhfakh,Support,1798442,2020-05-30,0.3226,1,74.3,12,0.7813,0.2288,3.0,0,174,0.2756,2.97,11.377600149942985
EMP02196,Aymen Bensalem,Support,2334140,2025-09-24,0.0357,1,4.3,1,0.7347,0.1277,3.0,0,188,0.358,20.33,0.0
EMP02197,Karim Yahyaoui,Support,896130,2022-12-11,0.8387,0,44.5,5,0.8391,0.2171,2.5,0,298,0.0747,42.85,26.820277993796864
EMP02198,Karim Cherif,Logistics,2432168,2012-05-16,0.4516,1,167.9,24,0.8445,0.2191,3.0,0,284,0.04,11.75,20.44670253440315
EMP02199,Walid Boukthir,Sales,1307028,2024-11-17,0.6129,0,13.0,1,0.801,0.2635,2.0,1,44,0.2935,42.59,4.913634458585907
EMP02200,Imed Tlili,Finance,1258707,2025-11-03,0.0323,0,3.9,0,0.7231,0.0509,2.0,0,365,0.0078,34.69,0.0
EMP02201,Skander Gharbi,Engineering,2394183,2007-01-18,0.7097,1,225.1,33,0.7657,0.1222,3.5,1,8,0.1993,45.45,20.639635776129882
EMP02202,Rania Meddeb,Finance,2355987,2020-07-16,0.1,1,63.6,0,0.7005,0.1393,3.0,1,365,0.5003,46.4,0.0
EMP02203,Meryem Fakhfakh,Support,1042374,2024-06-29,0.6429,0,19.7,3,0.7716,0.23,2.5,0,316,0.2893,22.53,16.321938979615705
EMP02204,Amine Dridi,Logistics,7445530,2015-05-29,0.0667,2,130.1,8,0.805,0.1781,4.5,0,240,0.1507,22.33,5.0
EMP02205,Ahmed Cherif,Engineering,928511,2012-02-26,0.0968,0,173.2,18,0.7795,0.0863,3.0,0,360,0.2995,18.67,3.7973057753751025
EMP02206,Rachid Laabidi,Support,2597558,2024-08-02,0.2258,1,16.2,2,0.9353,0.1198,3.0,0,205,0.0112,37.8,12.268549060857124
EMP02207,Hatem Mejri,Finance,1152181,2024-10-13,0.5806,0,22.1,1,0.8698,0.0582,3.0,0,190,0.223,20.21,17.158605527948474
EMP02208,Skander Hammami,Support,1189388,2010-06-15,0.3871,0,186.9,12,0.806,0.1368,2.0,0,122,0.3562,16.13,9.83536553087001
EMP02209,Emna Khlifi,Finance,3415370,2024-04-09,0.2581,1,20.0,1,0.8032,0.1076,3.0,1,42,0.38,37.45,0.0
EMP02210,Wael Belhadj,Sales,5137981,2009-07-30,0.9667,2,203.0,9,0.8652,0.2359,4.5,0,102,0.0749,35.96,39.329951627097174
EMP02211,Sonia Bouzid,Logistics,6372892,2025-12-20,0.8387,2,7.2,1,0.9592,0.1835,4.5,0,94,0.0845,22.32,31.14860096041795
